Charger Type,Charging End Time,Charging Start Time,City,Installation Date,Month,Operational Status,Payment Mode,Session ID,Station ID,Total Sessions,User ID,Vehicle Type,Average Energy Per Session,Billed Amount INR,Charging Duration min,Energy Delivered kWh,Latitude,Longitude,No of Ports,Power Rating kW,Year
AC Fast,22-05-2025 23:03,22-05-2025 21:51,Bangalore,16-01-2023,May,Active,Wallet,SESS0012,STN139,SESS0012,USR2274,Bus,82.51,472.58,72,82.51,18.875948,75.827114,5,50,2025
AC Fast,18-07-2025 09:05,18-07-2025 06:06,Bangalore,16-01-2023,July,Active,Wallet,SESS0012,STN139,SESS0012,USR2274,Bus,120.02,1134.07,179,120.02,18.875948,75.827114,5,50,2025
AC Slow,16-08-2025 21:02,16-08-2025 18:59,Bangalore,08-05-2021,August,Active,Credit Card,SESS0300,STN157,SESS0300,USR5643,2W,234.33,2155.36,123,234.33,18.683427,77.02748,6,120,2025
AC Slow,27-05-2025 02:53,27-05-2025 01:42,Pune,12-05-2022,May,Active,Credit Card,SESS0095,STN164,SESS0095,USR3848,2W,273.57,2288.06,71,273.57,18.213951,77.148614,4,7.4,2025
AC Slow,14-08-2025 05:00,14-08-2025 02:37,Mumbai,22-06-2021,August,Active,Credit Card,SESS0079,STN198,SESS0079,USR2397,Bus,52.69,275.76,143,52.69,17.018817,76.403458,6,15,2025
AC Slow,04-10-2025 17:58,04-10-2025 15:24,Hyderabad,05-05-2021,October,Active,Net Banking,SESS0153,STN124,SESS0153,USR5267,2W,174.76,1615.49,154,174.76,17.63229,76.410877,3,50,2025
AC Slow,04-01-2025 21:06,04-01-2025 19:23,Mumbai,18-03-2021,January,Active,Net Banking,SESS0068,STN122,SESS0068,USR5928,4W,12.05,139.3,103,12.05,18.629557,72.978954,4,15,2025
AC Slow,06-01-2025 06:15,06-01-2025 03:49,Pune,03-02-2023,January,Active,Net Banking,SESS0190,STN165,SESS0190,USR8267,Bus,71.34,534.59,146,71.34,17.691826,76.64523,3,15,2025
AC Slow,07-03-2025 12:22,07-03-2025 09:38,Pune,11-09-2021,March,Active,Net Banking,SESS0189,STN166,SESS0189,USR1997,Bus,279.68,1564.69,164,279.68,17.835739,75.324408,5,120,2025
AC Slow,29-07-2025 23:48,29-07-2025 22:56,Delhi,21-10-2022,July,Active,UPI,SESS0218,STN178,SESS0218,USR8797,2W,217.34,1738.68,52,217.34,18.117868,74.339704,6,7.4,2025
AC Slow,29-05-2025 07:33,29-05-2025 04:44,Bangalore,29-12-2022,May,Active,UPI,SESS0287,STN100,SESS0287,USR7839,3W,265.06,2836.96,169,265.06,17.413964,74.96159,3,3.3,2025
AC Slow,09-09-2025 04:55,09-09-2025 03:10,Bangalore,01-09-2021,September,Active,UPI,SESS0289,STN169,SESS0289,USR8480,4W,32.98,260.14,105,32.98,18.532724,76.197534,2,50,2025
AC Slow,09-01-2025 01:09,08-01-2025 23:40,Delhi,19-08-2021,January,Active,UPI,SESS0099,STN150,SESS0099,USR1181,Bus,30.23,187.07,89,30.23,18.822324,77.344361,6,15,2025
AC Slow,01-12-2025 19:45,01-12-2025 17:47,Delhi,19-08-2021,December,Active,UPI,SESS0099,STN150,SESS0099,USR1181,Bus,167.85,1167.04,118,167.85,18.822324,77.344361,6,15,2025
AC Slow,06-09-2025 01:37,05-09-2025 22:53,Pune,03-08-2022,September,Active,UPI,SESS0174,STN113,SESS0174,USR2103,Bus,252.06,1392.76,164,252.06,18.803694,73.730207,3,15,2025
AC Slow,09-03-2025 08:28,09-03-2025 07:51,Hyderabad,24-02-2022,March,Active,Wallet,SESS0067,STN185,SESS0067,USR6603,2W,116.84,959.06,37,116.84,17.402534,73.883732,6,7.4,2025
AC Slow,15-09-2025 09:28,15-09-2025 08:24,Pune,27-01-2023,September,Active,Wallet,SESS0028,STN145,SESS0028,USR4672,2W,71.81,417.92,64,71.81,18.274468,77.857656,3,50,2025
AC Slow,01-11-2025 03:17,01-11-2025 00:53,Mumbai,06-01-2022,November,Active,Wallet,SESS0158,STN169,SESS0158,USR7723,4W,251.83,2414.33,144,251.83,18.026879,77.883503,4,7.4,2025
AC Slow,26-11-2025 08:50,26-11-2025 07:47,Mumbai,14-01-2022,November,Active,Wallet,SESS0082,STN151,SESS0082,USR6233,4W,184.71,2006.13,63,184.71,17.280733,74.794692,4,15,2025
AC Slow,17-08-2025 19:00,17-08-2025 16:29,Delhi,26-09-2023,August,Active,Wallet,SESS0086,STN112,SESS0086,USR9276,Bus,114.11,896.55,151,114.11,18.095416,76.83059,5,7.4,2025
DC Fast,02-12-2025 08:34,02-12-2025 05:45,Mumbai,06-12-2021,December,Active,Credit Card,SESS0291,STN135,SESS0291,USR9242,2W,144.19,1160.46,169,144.19,17.683592,72.369444,5,120,2025
DC Fast,03-01-2025 00:47,02-01-2025 23:21,Pune,10-07-2022,January,Active,Credit Card,SESS0286,STN180,SESS0286,USR9669,3W,82.43,433.42,86,82.43,18.154288,72.441782,5,15,2025
DC Fast,04-04-2025 20:42,04-04-2025 19:58,Mumbai,23-09-2021,April,Active,Credit Card,SESS0120,STN137,SESS0120,USR1094,4W,10.73,46.92,44,10.73,18.598676,75.907903,5,50,2025
DC Fast,28-11-2025 22:59,28-11-2025 20:13,Pune,10-07-2021,November,Active,Credit Card,SESS0265,STN129,SESS0265,USR5971,4W,109.39,1050.95,166,109.39,18.156691,72.108162,2,50,2025
DC Fast,06-06-2025 12:40,06-06-2025 10:49,Delhi,21-03-2023,June,Active,Credit Card,SESS0072,STN152,SESS0072,USR8737,Bus,253.78,2914.98,111,253.78,18.882679,73.668223,5,7.4,2025
DC Fast,02-10-2025 23:28,02-10-2025 20:35,Delhi,21-03-2023,October,Active,Credit Card,SESS0072,STN152,SESS0072,USR8737,Bus,288.95,2999.82,173,288.95,18.882679,73.668223,5,7.4,2025
DC Fast,25-02-2025 00:47,25-02-2025 00:09,Hyderabad,02-01-2021,February,Active,Credit Card,SESS0094,STN170,SESS0094,USR4434,Bus,254.21,2425.92,38,254.21,18.744434,73.709459,6,7.4,2025
DC Fast,22-09-2025 04:32,22-09-2025 02:16,Pune,13-06-2022,September,Active,Net Banking,SESS0281,STN111,SESS0281,USR5497,2W,94.82,830,136,94.82,17.707493,77.221988,2,3.3,2025
DC Fast,20-08-2025 20:56,20-08-2025 20:02,Bangalore,26-02-2021,August,Active,Net Banking,SESS0048,STN122,SESS0048,USR8170,3W,31.65,160.73,54,31.65,18.372992,74.593532,3,7.4,2025
DC Fast,31-03-2025 13:17,31-03-2025 12:24,Delhi,26-06-2023,March,Active,Net Banking,SESS0119,STN181,SESS0119,USR2113,3W,125.55,1188.63,53,125.55,18.98176,73.83877,5,7.4,2025
DC Fast,02-11-2025 17:53,02-11-2025 15:32,Delhi,26-06-2023,November,Active,Net Banking,SESS0119,STN181,SESS0119,USR2113,3W,164.51,890.32,141,164.51,18.98176,73.83877,5,7.4,2025
DC Fast,23-06-2025 04:19,23-06-2025 02:34,Delhi,03-05-2022,June,Active,Net Banking,SESS0030,STN122,SESS0030,USR9223,3W,221.04,2144.47,105,221.04,17.477148,77.325061,6,15,2025
DC Fast,27-08-2025 21:17,27-08-2025 19:24,Delhi,29-07-2021,August,Active,Net Banking,SESS0062,STN174,SESS0062,USR5531,3W,211.6,1705.98,113,211.6,18.330198,76.362643,6,50,2025
DC Fast,28-06-2025 11:35,28-06-2025 09:38,Delhi,29-07-2021,June,Active,Net Banking,SESS0062,STN174,SESS0062,USR5531,3W,85.14,847.2,117,85.14,18.330198,76.362643,6,50,2025
DC Fast,02-08-2025 12:50,02-08-2025 12:01,Bangalore,03-07-2023,August,Active,Net Banking,SESS0121,STN162,SESS0121,USR5323,4W,177.98,879.28,49,177.98,18.461714,75.495266,2,15,2025
DC Fast,06-02-2025 01:14,05-02-2025 23:56,Bangalore,03-07-2023,February,Active,Net Banking,SESS0121,STN162,SESS0121,USR5323,4W,33.14,345.56,78,33.14,18.461714,75.495266,2,15,2025
DC Fast,26-08-2025 00:57,25-08-2025 23:23,Delhi,22-04-2023,August,Active,Net Banking,SESS0166,STN198,SESS0166,USR8341,4W,102.69,1216.4,94,102.69,18.19665,75.033952,6,120,2025
DC Fast,02-04-2025 17:38,02-04-2025 15:51,Delhi,22-04-2023,April,Active,Net Banking,SESS0166,STN198,SESS0166,USR8341,4W,247.36,1389.59,107,247.36,18.19665,75.033952,6,120,2025
DC Fast,29-08-2025 08:58,29-08-2025 07:53,Bangalore,20-01-2022,August,Active,Net Banking,SESS0241,STN146,SESS0241,USR8147,Bus,8.68,91.83,65,8.68,17.115348,77.246854,4,120,2025
DC Fast,09-01-2025 00:17,08-01-2025 22:00,Pune,12-04-2023,January,Active,Net Banking,SESS0075,STN148,SESS0075,USR5625,Bus,198.87,932.59,137,198.87,18.933006,74.876032,2,7.4,2025
DC Fast,22-11-2025 22:39,22-11-2025 20:44,Hyderabad,30-03-2021,November,Active,UPI,SESS0126,STN198,SESS0126,USR4218,2W,263.07,2179.32,115,263.07,17.997554,73.384276,2,120,2025
DC Fast,14-02-2025 09:37,14-02-2025 09:02,Hyderabad,18-01-2021,February,Active,UPI,SESS0066,STN198,SESS0066,USR3626,4W,148.65,1312.72,35,148.65,18.54684,76.003049,6,7.4,2025
DC Fast,09-10-2025 16:24,09-10-2025 13:38,Hyderabad,18-01-2021,October,Active,UPI,SESS0066,STN198,SESS0066,USR3626,4W,151.13,1790.75,166,151.13,18.54684,76.003049,6,7.4,2025
DC Fast,18-11-2025 22:02,18-11-2025 19:02,Bangalore,01-06-2021,November,Active,Wallet,SESS0183,STN131,SESS0183,USR9004,2W,69.71,774.73,180,69.71,18.190763,75.401176,4,50,2025
DC Fast,11-04-2025 05:49,11-04-2025 03:03,Hyderabad,18-08-2023,April,Active,Wallet,SESS0181,STN140,SESS0181,USR4573,2W,207.57,1588.83,166,207.57,17.607438,72.546434,5,7.4,2025
DC Fast,03-01-2025 20:33,03-01-2025 17:51,Mumbai,29-03-2023,January,Active,Wallet,SESS0104,STN165,SESS0104,USR8558,2W,184.89,1607.3,162,184.89,17.89224,72.214571,2,15,2025
DC Fast,18-07-2025 18:20,18-07-2025 16:50,Mumbai,20-02-2023,July,Active,Wallet,SESS0267,STN127,SESS0267,USR1178,2W,255.66,2393.3,90,255.66,18.671011,72.403356,5,15,2025
DC Fast,09-01-2025 09:47,09-01-2025 08:23,Pune,25-05-2022,January,Active,Wallet,SESS0115,STN116,SESS0115,USR2420,3W,62.06,434.89,84,62.06,17.037352,72.670137,5,15,2025
DC Fast,30-06-2025 06:35,30-06-2025 04:26,Pune,18-03-2023,June,Active,Wallet,SESS0150,STN162,SESS0150,USR4520,3W,29.17,323.06,129,29.17,17.857673,77.961323,4,50,2025
DC Fast,12-02-2025 18:40,12-02-2025 16:49,Delhi,08-10-2021,February,Active,Wallet,SESS0268,STN144,SESS0268,USR1824,4W,94.69,545.26,111,94.69,17.517309,74.00592,3,3.3,2025
DC Fast,28-04-2025 12:06,28-04-2025 11:20,Delhi,18-09-2023,April,Active,Wallet,SESS0196,STN191,SESS0196,USR3840,4W,89.83,481.21,46,89.83,17.029081,72.283715,2,50,2025
DC Fast,26-02-2025 19:13,26-02-2025 18:02,Hyderabad,03-04-2023,February,Active,Wallet,SESS0089,STN173,SESS0089,USR8204,4W,255.39,1873.88,71,255.39,18.355249,72.349854,2,50,2025
DC Fast,27-05-2025 03:15,27-05-2025 02:01,Mumbai,01-03-2023,May,Active,Wallet,SESS0261,STN163,SESS0261,USR5171,Bus,182.77,1374.04,74,182.77,18.584051,77.167593,5,3.3,2025
AC Fast,22-04-2025 05:22,22-04-2025 03:26,Bangalore,11-04-2022,April,Inactive,Credit Card,SESS0080,STN107,SESS0080,USR4157,2W,42.84,453.02,116,42.84,17.235522,77.428614,2,7.4,2025
AC Fast,24-01-2025 11:07,24-01-2025 09:51,Bangalore,16-02-2023,January,Inactive,Credit Card,SESS0131,STN183,SESS0131,USR5797,3W,189.79,1029.89,76,189.79,17.512048,75.160967,3,50,2025
AC Fast,03-12-2025 12:04,03-12-2025 09:45,Mumbai,11-11-2022,December,Inactive,Credit Card,SESS0140,STN182,SESS0140,USR7068,3W,285.32,2563.19,139,285.32,18.998709,74.494395,2,15,2025
AC Fast,16-04-2025 04:37,16-04-2025 03:03,Hyderabad,31-08-2023,April,Inactive,Credit Card,SESS0145,STN194,SESS0145,USR9407,4W,244.44,1753.03,94,244.44,17.10538,76.891547,2,3.3,2025
AC Fast,07-11-2025 03:40,07-11-2025 01:05,Mumbai,02-03-2022,November,Inactive,Credit Card,SESS0044,STN114,SESS0044,USR6705,4W,169.75,1480.31,155,169.75,17.992527,74.624207,2,50,2025
AC Fast,30-01-2025 17:27,30-01-2025 14:59,Hyderabad,23-11-2021,January,Inactive,Net Banking,SESS0280,STN153,SESS0280,USR7067,3W,232.56,1702.96,148,232.56,17.314206,77.949615,6,120,2025
AC Fast,01-05-2025 16:56,01-05-2025 16:00,Hyderabad,13-09-2023,May,Inactive,Net Banking,SESS0269,STN184,SESS0269,USR6693,3W,236.39,1515.67,56,236.39,17.414094,77.114194,6,120,2025
AC Fast,02-11-2025 15:52,02-11-2025 13:09,Hyderabad,21-03-2023,November,Inactive,Net Banking,SESS0152,STN198,SESS0152,USR4581,4W,289.06,2075.1,163,289.06,18.746321,75.175188,3,7.4,2025
AC Fast,18-01-2025 18:26,18-01-2025 16:13,Pune,09-05-2023,January,Inactive,Net Banking,SESS0258,STN116,SESS0258,USR6569,4W,282.64,1709.33,133,282.64,17.545155,72.383227,2,120,2025
AC Fast,27-10-2025 21:01,27-10-2025 19:30,Pune,24-08-2023,October,Inactive,Net Banking,SESS0101,STN106,SESS0101,USR5968,Bus,206.18,1680.14,91,206.18,18.10258,75.371436,6,7.4,2025
AC Fast,22-04-2025 09:29,22-04-2025 08:28,Pune,25-08-2021,April,Inactive,Net Banking,SESS0017,STN116,SESS0017,USR3132,Bus,186.01,2195.4,61,186.01,18.707098,77.951285,5,50,2025
AC Fast,02-11-2025 13:10,02-11-2025 11:07,Hyderabad,03-12-2021,November,Inactive,UPI,SESS0114,STN109,SESS0114,USR1663,3W,203.55,1266.62,123,203.55,17.702601,76.363986,2,120,2025
AC Fast,01-02-2025 01:52,31-01-2025 23:17,Hyderabad,03-12-2021,January,Inactive,UPI,SESS0114,STN109,SESS0114,USR1663,3W,262.84,1504.99,155,262.84,17.702601,76.363986,2,120,2025
AC Fast,07-10-2025 09:14,07-10-2025 07:15,Delhi,24-03-2023,October,Inactive,UPI,SESS0245,STN170,SESS0245,USR9609,4W,239.73,1809.28,119,239.73,17.771542,76.984693,3,3.3,2025
AC Fast,27-10-2025 23:00,27-10-2025 22:13,Bangalore,17-06-2022,October,Inactive,UPI,SESS0015,STN126,SESS0015,USR9202,Bus,55.44,604.59,47,55.44,18.433638,75.816153,3,7.4,2025
AC Fast,27-07-2025 03:52,27-07-2025 02:39,Hyderabad,09-01-2021,July,Inactive,Wallet,SESS0078,STN137,SESS0078,USR1928,2W,22.75,113.47,73,22.75,18.804266,75.493373,2,120,2025
AC Fast,20-11-2025 04:00,20-11-2025 02:38,Hyderabad,09-01-2021,November,Inactive,Wallet,SESS0078,STN137,SESS0078,USR1928,2W,149.24,919.97,82,149.24,18.804266,75.493373,2,120,2025
AC Fast,24-02-2025 18:43,24-02-2025 17:05,Hyderabad,09-01-2021,February,Inactive,Wallet,SESS0078,STN137,SESS0078,USR1928,2W,237.62,1889.89,98,237.62,18.804266,75.493373,2,120,2025
AC Fast,25-09-2025 17:27,25-09-2025 15:22,Hyderabad,09-01-2021,September,Inactive,Wallet,SESS0078,STN137,SESS0078,USR1928,2W,25.06,145.42,125,25.06,18.804266,75.493373,2,120,2025
AC Fast,20-04-2025 13:26,20-04-2025 10:58,Hyderabad,09-01-2021,April,Inactive,Wallet,SESS0078,STN137,SESS0078,USR1928,2W,153.31,1089.68,148,153.31,18.804266,75.493373,2,120,2025
AC Fast,28-06-2025 21:12,28-06-2025 20:15,Bangalore,19-10-2021,June,Inactive,Wallet,SESS0024,STN187,SESS0024,USR9134,3W,111.08,1271.7,57,111.08,17.31784,73.464087,3,50,2025
AC Fast,06-05-2025 21:21,06-05-2025 20:04,Mumbai,13-05-2022,May,Inactive,Wallet,SESS0146,STN171,SESS0146,USR5886,3W,240.45,1290.31,77,240.45,17.554987,76.356734,2,15,2025
AC Fast,31-03-2025 23:50,31-03-2025 22:02,Mumbai,13-05-2022,March,Inactive,Wallet,SESS0146,STN171,SESS0146,USR5886,3W,176.71,1045.44,108,176.71,17.554987,76.356734,2,15,2025
AC Fast,10-08-2025 08:24,10-08-2025 07:12,Pune,22-05-2021,August,Inactive,Wallet,SESS0224,STN101,SESS0224,USR2256,Bus,113.65,973.89,72,113.65,18.913416,73.191205,6,3.3,2025
AC Slow,28-03-2025 15:36,28-03-2025 13:41,Delhi,23-09-2023,March,Inactive,Credit Card,SESS0010,STN100,SESS0010,USR9433,2W,155.2,625.73,115,155.2,17.479561,76.102331,5,15,2025
AC Slow,06-11-2025 13:14,06-11-2025 12:33,Pune,18-05-2023,November,Inactive,Credit Card,SESS0276,STN138,SESS0276,USR6617,3W,277.12,3026.2,41,277.12,17.867195,75.578434,4,50,2025
AC Slow,20-10-2025 01:05,19-10-2025 23:17,Pune,28-12-2022,October,Inactive,Credit Card,SESS0165,STN194,SESS0165,USR7951,3W,188.06,908.59,108,188.06,17.351858,76.623863,4,50,2025
AC Slow,30-06-2025 11:02,30-06-2025 08:38,Bangalore,24-10-2022,June,Inactive,Credit Card,SESS0125,STN196,SESS0125,USR1946,4W,51.83,556.17,144,51.83,17.488221,74.475067,2,50,2025
AC Slow,17-07-2025 22:55,17-07-2025 20:03,Bangalore,24-10-2022,July,Inactive,Credit Card,SESS0125,STN196,SESS0125,USR1946,4W,289.29,3041.2,172,289.29,17.488221,74.475067,2,50,2025
AC Slow,21-06-2025 19:54,21-06-2025 18:58,Mumbai,19-08-2022,June,Inactive,Credit Card,SESS0074,STN128,SESS0074,USR3941,Bus,229.84,2122.94,56,229.84,18.212123,76.202343,2,3.3,2025
AC Slow,23-11-2025 20:50,23-11-2025 17:57,Bangalore,23-08-2021,November,Inactive,Net Banking,SESS0297,STN135,SESS0297,USR6681,2W,131.28,557.08,173,131.28,18.244159,75.00692,5,3.3,2025
AC Slow,25-02-2025 02:27,25-02-2025 01:07,Delhi,19-01-2023,February,Inactive,Net Banking,SESS0060,STN187,SESS0060,USR4146,2W,70.66,504.96,80,70.66,18.664971,75.17812,3,7.4,2025
AC Slow,23-08-2025 20:58,23-08-2025 20:01,Pune,26-05-2021,August,Inactive,Net Banking,SESS0084,STN129,SESS0084,USR6867,2W,157.38,1075.45,57,157.38,18.193453,77.770719,3,3.3,2025
AC Slow,18-04-2025 06:18,18-04-2025 03:52,Pune,07-11-2021,April,Inactive,Net Banking,SESS0185,STN116,SESS0185,USR1820,2W,25.28,155.13,146,25.28,17.647901,73.706523,4,120,2025
AC Slow,25-12-2025 21:18,25-12-2025 19:08,Bangalore,21-10-2021,December,Inactive,Net Banking,SESS0136,STN147,SESS0136,USR3586,Bus,52.63,245.23,130,52.63,18.167453,76.910978,5,3.3,2025
AC Slow,09-10-2025 06:19,09-10-2025 03:49,Pune,08-02-2023,October,Inactive,UPI,SESS0211,STN122,SESS0211,USR1609,3W,61.9,628.29,150,61.9,17.636847,74.056576,2,15,2025
AC Slow,15-10-2025 05:34,15-10-2025 02:44,Mumbai,28-06-2021,October,Inactive,UPI,SESS0038,STN134,SESS0038,USR1196,4W,217.6,1168.3,170,217.6,17.993501,72.32463,4,3.3,2025
AC Slow,25-04-2025 13:37,25-04-2025 11:22,Mumbai,18-02-2022,April,Inactive,UPI,SESS0107,STN154,SESS0107,USR2219,Bus,64.35,420.72,135,64.35,18.319199,75.360846,2,120,2025
AC Slow,11-02-2025 22:17,11-02-2025 19:55,Pune,14-08-2022,February,Inactive,UPI,SESS0214,STN165,SESS0214,USR1242,Bus,134.13,955.16,142,134.13,17.484479,75.957186,4,50,2025
AC Slow,26-03-2025 17:41,26-03-2025 14:47,Pune,14-08-2022,March,Inactive,UPI,SESS0214,STN165,SESS0214,USR1242,Bus,79.09,483.87,174,79.09,17.484479,75.957186,4,50,2025
AC Slow,29-06-2025 00:48,28-06-2025 21:56,Pune,26-05-2023,June,Inactive,Wallet,SESS0173,STN147,SESS0173,USR4160,2W,41.68,210.74,172,41.68,17.788044,72.559651,6,3.3,2025
AC Slow,15-12-2025 19:08,15-12-2025 17:45,Bangalore,21-04-2023,December,Inactive,Wallet,SESS0141,STN181,SESS0141,USR9390,3W,42.12,197.99,83,42.12,17.781748,74.841742,3,3.3,2025
AC Slow,30-11-2025 14:56,30-11-2025 14:12,Pune,20-01-2021,November,Inactive,Wallet,SESS0026,STN176,SESS0026,USR6770,3W,111.49,1125.85,44,111.49,17.12239,74.268693,2,15,2025
AC Slow,07-03-2025 07:10,07-03-2025 06:40,Bangalore,21-06-2021,March,Inactive,Wallet,SESS0159,STN157,SESS0159,USR9971,4W,137.88,1496.45,30,137.88,17.51742,72.034137,2,3.3,2025
AC Slow,25-05-2025 10:23,25-05-2025 09:36,Bangalore,03-05-2021,May,Inactive,Wallet,SESS0233,STN177,SESS0233,USR5444,4W,73.09,424.4,47,73.09,18.156859,74.224709,6,3.3,2025
AC Slow,04-08-2025 04:51,04-08-2025 03:14,Delhi,23-07-2023,August,Inactive,Wallet,SESS0234,STN127,SESS0234,USR9003,Bus,246.73,2136.23,97,246.73,18.093831,72.237926,2,120,2025
AC Slow,16-10-2025 08:45,16-10-2025 07:17,Hyderabad,15-04-2023,October,Inactive,Wallet,SESS0071,STN191,SESS0071,USR1556,Bus,153.25,1280.68,88,153.25,17.15818,72.894879,4,3.3,2025
AC Slow,25-10-2025 23:19,25-10-2025 21:23,Hyderabad,15-04-2023,October,Inactive,Wallet,SESS0071,STN191,SESS0071,USR1556,Bus,284.97,2759.49,116,284.97,17.15818,72.894879,4,3.3,2025
AC Slow,27-01-2025 21:52,27-01-2025 20:38,Pune,14-05-2021,January,Inactive,Wallet,SESS0041,STN158,SESS0041,USR6642,Bus,10.1,55.38,74,10.1,17.592908,73.266921,5,120,2025
DC Fast,10-04-2025 02:58,10-04-2025 01:46,Bangalore,28-07-2022,April,Inactive,Credit Card,SESS0112,STN195,SESS0112,USR3335,4W,27.78,204.71,72,27.78,18.663277,73.476957,3,3.3,2025
DC Fast,10-12-2025 07:46,10-12-2025 05:56,Bangalore,28-07-2022,December,Inactive,Credit Card,SESS0112,STN195,SESS0112,USR3335,4W,204.97,2063.17,110,204.97,18.663277,73.476957,3,3.3,2025
DC Fast,12-01-2025 11:50,12-01-2025 09:36,Delhi,03-05-2022,January,Inactive,Credit Card,SESS0033,STN180,SESS0033,USR8345,4W,86.07,425.62,134,86.07,18.4902,76.798485,2,120,2025
DC Fast,03-02-2025 03:09,03-02-2025 00:37,Delhi,03-05-2022,February,Inactive,Credit Card,SESS0033,STN180,SESS0033,USR8345,4W,216.38,2348.73,152,216.38,18.4902,76.798485,2,120,2025
DC Fast,05-06-2025 06:55,05-06-2025 06:05,Delhi,10-02-2023,June,Inactive,Credit Card,SESS0116,STN105,SESS0116,USR9940,Bus,276.49,3263.48,50,276.49,17.756658,73.618208,3,50,2025
DC Fast,24-04-2025 19:23,24-04-2025 17:24,Hyderabad,29-11-2022,April,Inactive,Credit Card,SESS0259,STN156,SESS0259,USR6016,Bus,274.67,1418.33,119,274.67,17.810511,75.476951,6,50,2025
DC Fast,09-07-2025 01:35,09-07-2025 00:55,Bangalore,10-05-2023,July,Inactive,Net Banking,SESS0143,STN116,SESS0143,USR5802,2W,107.7,518.93,40,107.7,17.930564,74.737704,5,3.3,2025
DC Fast,29-11-2025 16:28,29-11-2025 14:58,Delhi,07-06-2023,November,Inactive,Net Banking,SESS0133,STN141,SESS0133,USR1477,2W,197.98,2252.68,90,197.98,18.432189,73.41307,3,7.4,2025
DC Fast,29-01-2025 14:35,29-01-2025 13:45,Pune,14-04-2021,January,Inactive,Net Banking,SESS0273,STN134,SESS0273,USR9462,2W,137.09,1313.44,50,137.09,17.613109,74.685098,2,50,2025
DC Fast,02-01-2025 16:06,02-01-2025 15:00,Bangalore,07-03-2023,January,Inactive,Net Banking,SESS0076,STN107,SESS0076,USR9253,4W,234.73,1747.49,66,234.73,17.25272,73.574214,5,15,2025
DC Fast,08-10-2025 04:41,08-10-2025 02:49,Bangalore,07-03-2023,October,Inactive,Net Banking,SESS0076,STN107,SESS0076,USR9253,4W,77.21,715.17,112,77.21,17.25272,73.574214,5,15,2025
DC Fast,12-03-2025 02:49,12-03-2025 02:10,Mumbai,12-09-2021,March,Inactive,Net Banking,SESS0031,STN136,SESS0031,USR4336,4W,200.85,1350.48,39,200.85,17.444797,73.180829,4,15,2025
DC Fast,18-03-2025 00:18,17-03-2025 21:45,Mumbai,12-09-2021,March,Inactive,Net Banking,SESS0031,STN136,SESS0031,USR4336,4W,169.72,1398.53,153,169.72,17.444797,73.180829,4,15,2025
DC Fast,16-11-2025 15:43,16-11-2025 14:16,Delhi,09-09-2021,November,Inactive,UPI,SESS0091,STN198,SESS0091,USR4602,4W,32.44,233.12,87,32.44,18.423421,74.342228,6,15,2025
DC Fast,22-08-2025 23:18,22-08-2025 20:23,Delhi,07-02-2022,August,Inactive,UPI,SESS0191,STN156,SESS0191,USR2992,4W,193.63,2111.74,175,193.63,18.654163,73.243368,2,50,2025
DC Fast,29-03-2025 10:02,29-03-2025 09:20,Hyderabad,18-06-2023,March,Inactive,UPI,SESS0237,STN174,SESS0237,USR9477,4W,125.07,1392.43,42,125.07,17.624661,77.013886,2,15,2025
DC Fast,26-08-2025 16:12,26-08-2025 14:53,Hyderabad,19-01-2022,August,Inactive,UPI,SESS0260,STN185,SESS0260,USR1772,Bus,25.15,234.92,79,25.15,18.109777,72.210033,5,15,2025
DC Fast,20-09-2025 10:23,20-09-2025 08:14,Hyderabad,19-01-2022,September,Inactive,UPI,SESS0260,STN185,SESS0260,USR1772,Bus,109.42,898.14,129,109.42,18.109777,72.210033,5,15,2025
DC Fast,19-08-2025 10:09,19-08-2025 07:31,Hyderabad,19-01-2022,August,Inactive,UPI,SESS0260,STN185,SESS0260,USR1772,Bus,284.97,1241.79,158,284.97,18.109777,72.210033,5,15,2025
DC Fast,08-06-2025 10:34,08-06-2025 09:49,Bangalore,03-06-2023,June,Inactive,Wallet,SESS0110,STN167,SESS0110,USR2018,2W,278.91,2252.19,45,278.91,18.328043,77.959413,4,7.4,2025
DC Fast,22-01-2025 03:50,22-01-2025 01:07,Bangalore,19-10-2021,January,Inactive,Wallet,SESS0170,STN136,SESS0170,USR3435,3W,225.63,1685,163,225.63,18.96391,76.876684,2,3.3,2025
DC Fast,28-04-2025 16:16,28-04-2025 15:02,Mumbai,27-06-2023,April,Inactive,Wallet,SESS0018,STN128,SESS0018,USR4768,3W,242.38,1984.01,74,242.38,17.231094,72.878935,2,7.4,2025
DC Fast,09-08-2025 15:42,09-08-2025 13:02,Delhi,11-06-2023,August,Inactive,Wallet,SESS0244,STN142,SESS0244,USR8318,4W,67.9,498.41,160,67.9,17.013839,77.606042,2,7.4,2025
DC Fast,02-10-2025 23:21,02-10-2025 20:39,Delhi,11-06-2023,October,Inactive,Wallet,SESS0244,STN142,SESS0244,USR8318,4W,27.71,271.64,162,27.71,17.013839,77.606042,2,7.4,2025
DC Fast,02-09-2025 03:56,02-09-2025 03:19,Mumbai,11-07-2023,September,Inactive,Wallet,SESS0097,STN115,SESS0097,USR9778,4W,171.93,1488.46,37,171.93,17.959529,77.667233,6,15,2025
